0.92083,0.87,0.8,0.645,0.55488,0.43833,0.77917
0.81667,0.865,0.86417,0.70833,0.5875,0.51667,0.74583
0.80917,0.9025,0.81083,0.69,0.61333,0.53917,0.77917
0.8625,0.7125,0.82417,0.75,0.71083,0.47917,0.73167
0.82083,0.86917,0.91917,0.68,0.69,0.44167,0.7225
0.79583,0.7425,0.94083,0.58583,0.715,0.47917,0.72583
0.87917,0.72833,0.91667,0.68583,0.53833,0.485,0.77167
0.69167,0.84417,0.86,0.65333,0.54345,0.58625,0.71167
0.75833,0.815,0.81,0.64833,0.67333,0.66107,0.75333
0.78333,0.8425,0.85167,0.62333,0.54405,0.54583,0.72083
0.7375,0.71333,0.90917,0.65417,0.6775,0.58369,0.75583
0.83333,0.84,0.87667,0.66333,0.7025,0.44417,0.70333
0.84167,0.8025,0.9225,0.65917,0.68583,0.44917,0.67583
0.78917,0.77583,0.80917,0.7025,0.53833,0.48,0.74083
0.8625,0.855,0.87833,0.69,0.54869,0.49583,0.66583
0.8375,0.83583,0.91583,0.67583,0.54071,0.545,0.68583
0.80833,0.795,0.89,0.67333,0.52238,0.43667,0.63833
0.8,0.7275,0.91167,0.6375,0.72167,0.49833,0.74667
0.80833,0.76167,0.76833,0.60833,0.69417,0.3725,0.70083
0.8125,0.75917,0.90417,0.63,0.575,0.5225,0.7125
0.76667,0.6325,0.92083,0.62167,0.69417,0.57917,0.7025
0.8125,0.73833,0.88583,0.66083,0.62333,0.5275,0.66167
0.7,0.82167,0.88833,0.58583,0.55833,0.53083,0.76083
0.79583,0.60917,0.8725,0.6525,0.68,0.55583,0.74417
