16,18,5,12,43,17,24,12,45,13,15,5,25,105,0,0,0,0,0,0
3,7,15,0,0,0,0,0,44,23,10,22,3,24,97,0,0,0,0,0
13,4,22,19,0,0,55,51,46,9,10,24,32,86,98,0,0,0,0,0
6,8,14,20,44,0,0,6,44,6,6,21,32,87,98,0,0,0,0,0
14,17,25,18,0,0,57,53,9,45,8,18,24,43,97,0,0,0,0,0
8,5,25,19,0,0,56,51,45,10,9,23,22,18,99,0,0,0,0,0
4,2,9,21,0,0,58,54,51,10,11,4,24,22,97,105,0,0,0,0
4,15,27,19,0,0,0,55,39,10,20,23,34,26,101,0,0,0,0,0
10,6,13,20,41,45,44,46,4,12,5,20,21,31,0,0,0,0,0,0
7,4,12,18,45,22,18,43,4,11,16,20,86,92,0,0,0,0,0,0
3,12,14,18,41,44,44,45,46,12,18,20,24,36,0,0,0,0,0,0
10,17,6,18,41,44,43,4,45,12,11,2,22,133,133,0,0,0,0,0
0,6,25,17,0,0,0,0,52,11,24,27,31,33,0,0,0,0,0,0
10,10,12,18,45,0,0,0,0,13,25,33,33,0,0,0,0,0,0,0
18,13,5,19,0,0,59,58,13,44,22,28,68,87,0,0,0,0,0,0
4,13,28,46,21,60,60,57,52,36,24,27,10,86,0,0,0,0,0,0
4,8,12,18,20,26,59,10,12,4,12,28,13,18,0,0,0,0,0,0
15,21,13,17,19,61,62,14,14,11,65,0,0,0,0,0,0,0,0,0
19,17,19,19,21,29,23,12,9,15,69,0,0,0,0,0,0,0,0,0
16,14,28,45,45,34,24,0,0,0,0,0,9,0,0,0,0,0,0,0
9,6,5,17,21,25,40,43,41,13,9,27,30,6,0,0,0,0,0,0
7,16,7,16,21,29,23,14,14,16,14,28,28,4,0,0,0,0,0,0
15,13,7,18,21,29,41,15,11,13,13,24,19,5,16,0,0,0,0,0
3,14,8,19,40,33,42,42,14,7,8,23,19,13,4,0,0,0,0,0
8,5,5,14,38,41,41,42,11,14,7,24,33,6,11,0,0,0,0,0
