13,0,0,52,7,16,8,36,29,15,61,65,70,61,75,8,6,61,0,11
10,0,0,52,11,16,7,36,13,13,61,66,71,73,74,11,24,41,46,16
11,53,56,52,7,49,49,34,28,16,63,66,71,72,8,16,32,14,14,16
11,54,55,53,9,17,9,35,27,14,62,66,70,73,12,16,102,0,16,17
16,0,0,0,49,48,44,37,31,21,57,60,65,68,73,76,16,26,0,41
18,50,53,54,10,12,8,22,17,19,60,63,68,55,74,13,4,0,36,12
21,55,57,56,11,50,13,24,22,20,64,67,72,74,78,38,47,13,37,7
7,5,54,55,37,12,14,25,30,18,61,63,69,70,76,12,5,17,0,10
8,4,55,15,47,48,17,34,17,19,18,67,71,13,78,19,0,7,0,0
5,5,56,54,13,49,49,24,19,19,64,68,73,8,77,18,33,17,0,0
8,51,55,54,52,49,14,22,18,23,61,67,72,71,77,9,33,9,10,0
69,27,9,54,52,49,49,25,18,22,62,66,20,72,3,21,33,6,0,0
14,0,0,0,9,16,9,38,33,18,60,64,69,61,10,36,13,15,21,0
14,0,0,0,9,16,10,37,18,18,60,63,68,72,7,18,20,7,0,0
11,10,51,54,10,44,16,5,11,25,8,60,65,9,74,6,26,7,0,6
12,0,0,52,5,17,9,38,17,18,60,63,68,71,76,80,4,3,0,0
10,0,0,52,8,16,7,23,18,19,60,64,68,71,73,82,20,13,33,0
15,0,0,51,6,15,5,37,30,17,61,65,68,72,14,15,31,0,0,0
14,0,54,52,52,48,49,36,18,19,61,66,70,72,13,16,13,31,0,0
12,0,0,51,6,15,8,36,13,16,61,64,70,57,16,14,13,0,0,0
15,0,54,53,4,15,8,36,15,15,61,65,69,73,78,12,12,0,0,0
13,0,55,53,51,48,49,36,15,16,61,65,69,72,79,14,17,0,0,0
0,0,54,52,6,14,3,35,30,16,61,66,70,71,79,17,18,0,0,0
13,0,55,52,9,47,16,23,30,15,61,65,70,12,17,20,19,0,0,0
13,0,55,52,8,14,6,37,17,16,62,65,70,71,20,21,21,0,0,0
