31,33,4,12,5,18,13,20,22,20,22,14,22,10,10,17,10,5,15,0
9,32,5,11,14,16,10,5,19,19,18,16,6,15,27,8,9,74,0,0
33,34,11,6,13,18,7,8,20,20,20,20,21,5,7,12,13,33,8,0
45,47,42,35,13,5,16,14,20,20,20,14,20,11,3,17,12,7,33,9
8,33,11,7,25,30,15,7,20,19,20,22,20,14,10,4,7,34,40,42
30,30,29,3,6,19,12,18,19,20,22,14,20,12,4,19,2,20,37,0
35,34,12,10,5,18,11,19,20,20,21,13,19,7,14,8,11,12,13,0
31,32,14,27,4,18,12,20,20,14,15,13,20,13,6,16,1,6,39,0
31,29,11,17,7,18,13,22,20,20,22,9,22,14,14,15,18,16,42,9
51,51,13,18,9,19,15,18,20,20,11,8,20,11,7,15,11,9,17,7
33,34,35,17,7,18,7,21,20,19,21,22,20,11,16,11,14,14,40,0
32,30,29,11,4,18,4,23,19,19,22,23,21,15,11,16,24,12,37,0
31,31,7,10,8,19,35,20,21,20,22,10,22,17,16,16,7,23,42,0
34,33,15,17,2,20,12,19,20,19,20,21,19,9,12,6,11,35,81,0
0,32,12,41,8,17,4,21,19,20,21,22,20,10,12,9,2,12,83,0
32,32,12,14,7,19,33,14,19,19,21,22,11,3,12,15,6,32,41,0
33,33,4,14,6,18,11,20,20,20,22,10,9,5,11,11,7,22,0,0
32,33,11,15,8,18,32,21,21,19,21,23,11,15,6,12,10,14,41,0
76,32,8,27,6,19,10,20,20,20,21,11,20,11,12,15,8,34,83,0
78,33,12,30,8,18,12,21,20,20,22,23,10,3,17,17,24,14,0,0
30,32,13,11,7,18,16,13,20,20,21,15,21,15,11,18,4,20,39,0
33,32,10,13,10,18,8,13,20,19,20,14,20,13,11,6,4,12,12,0
79,34,35,14,10,20,4,19,20,20,21,23,20,3,7,3,5,14,40,0
78,30,15,13,6,21,16,19,20,20,22,12,21,15,8,16,5,8,15,3
79,30,34,11,4,12,13,19,21,21,21,10,21,12,15,14,8,11,38,0
