39,40,35,32,43,38,48,35,50,42,35,26,82,105,0,0,0,0,0,0
48,27,23,0,0,0,0,0,44,43,39,33,47,58,97,0,0,0,0,0
24,25,22,19,0,0,55,51,46,35,42,30,50,86,98,0,0,0,0,0
41,36,39,44,44,0,0,46,44,37,41,31,50,87,98,0,0,0,0,0
50,27,25,18,0,0,57,53,35,45,21,27,33,43,97,0,0,0,0,0
42,44,25,19,0,0,56,51,45,33,21,28,34,44,99,0,0,0,0,0
40,28,14,21,0,0,58,54,51,36,21,29,35,66,97,105,0,0,0,0
52,33,27,19,0,0,0,55,39,20,25,32,51,61,101,0,0,0,0,0
18,30,28,21,41,45,44,55,46,35,27,31,51,60,0,0,0,0,0,0
27,29,25,24,45,22,25,43,43,33,54,51,86,92,0,0,0,0,0,0
40,46,26,21,41,44,44,45,46,33,26,30,35,36,0,0,0,0,0,0
18,42,28,44,45,44,43,44,53,38,29,28,63,133,133,0,0,0,0,0
0,28,25,17,0,0,0,0,52,38,55,57,58,56,0,0,0,0,0,0
27,35,39,44,45,0,0,0,0,13,25,33,33,0,0,0,0,0,0,0
48,25,38,46,0,0,59,58,39,44,28,31,68,87,0,0,0,0,0,0
19,27,40,46,43,60,60,57,52,36,33,32,61,86,0,0,0,0,0,0
27,28,40,47,44,34,59,35,40,36,30,30,23,18,0,0,0,0,0,0
49,26,37,45,44,61,62,41,38,26,65,0,0,0,0,0,0,0,0,0
26,28,41,46,43,31,38,45,41,25,69,0,0,0,0,0,0,0,0,0
19,33,37,45,45,34,24,0,0,0,0,0,9,0,0,0,0,0,0,0
37,31,40,45,42,42,61,57,53,37,29,32,35,37,0,0,0,0,0,0
35,28,39,45,43,32,37,43,39,36,22,32,35,25,0,0,0,0,0,0
18,35,39,43,42,42,62,43,42,36,26,31,34,36,16,0,0,0,0,0
51,32,37,44,44,33,61,58,44,33,38,31,37,35,72,0,0,0,0,0
46,36,38,44,66,61,60,57,44,38,26,30,33,32,39,0,0,0,0,0
