52,58,59,59,59,53,52,49,48,38,25,23,50,62,97,0,0,0,0,0
51,58,61,60,59,55,52,49,47,39,24,24,24,61,99,0,0,0,0,0
53,60,59,58,55,54,51,49,47,36,26,23,23,61,99,0,0,0,0,0
51,48,60,59,57,53,51,48,47,36,33,41,50,60,98,0,0,0,0,0
53,60,60,58,58,55,51,49,47,38,25,25,24,61,99,0,0,0,0,0
48,62,60,60,59,55,53,49,46,37,26,24,22,61,74,99,0,0,0,0
54,60,60,61,58,55,54,49,46,38,25,21,22,78,100,100,0,0,0,0
53,60,61,61,61,55,53,49,48,41,46,21,34,79,76,76,0,0,0,0
53,60,61,60,59,55,54,49,47,50,47,31,35,36,76,76,0,11,0,0
54,61,61,62,60,56,53,49,49,37,26,21,22,79,76,77,0,0,0,0
54,61,60,60,58,56,53,49,46,47,46,21,22,57,76,76,27,0,0,0
53,62,62,61,58,55,53,49,47,42,27,21,34,47,48,75,28,0,0,0
50,50,61,60,60,56,51,50,48,35,24,20,22,59,76,100,0,0,0,0
64,61,61,62,60,56,54,50,48,38,26,35,41,60,100,100,0,0,0,0
52,60,61,60,58,55,52,50,48,51,45,22,35,59,75,80,25,0,0,0
54,60,61,62,59,54,53,50,48,48,45,30,43,35,101,100,0,0,0,0
54,63,62,61,59,56,54,51,49,47,43,34,35,43,101,101,0,0,0,0
55,61,62,61,61,56,53,48,48,49,26,21,23,61,100,100,0,0,0,0
54,62,63,61,59,55,53,50,49,40,26,22,22,50,100,102,0,0,0,0
48,61,63,61,60,57,54,50,47,33,25,20,26,62,102,104,103,0,0,0
52,61,61,62,60,56,53,50,48,40,27,21,25,77,101,0,0,0,0,0
54,61,63,61,60,58,52,51,47,37,26,21,20,100,100,97,0,0,0,0
53,62,60,61,58,56,53,50,47,37,26,20,25,71,101,0,0,0,0,0
62,62,62,61,59,57,52,49,47,35,33,31,29,80,100,0,0,0,0,0
65,62,62,60,59,56,52,50,46,33,26,21,24,103,100,0,0,0,0,0
