8,0,3,21,0,52,51,43,38,36,32,30,40,21,23,29,34,53,61,67
9,0,0,0,0,53,50,44,37,37,32,35,38,35,23,29,32,55,59,71
8,0,0,0,53,52,50,44,38,36,32,33,39,21,22,28,34,56,60,72
8,0,12,0,51,52,50,42,38,36,31,32,37,21,23,29,33,56,59,71
10,0,0,0,0,53,47,42,37,36,32,32,26,21,23,29,33,56,60,70
8,0,0,0,0,51,50,41,39,37,32,31,26,21,23,28,32,54,58,68
7,0,0,0,0,51,50,43,38,36,33,30,36,23,21,27,33,55,60,68
9,0,0,0,0,51,49,41,37,37,32,33,27,21,23,27,33,56,58,68
8,0,0,0,0,51,50,45,37,36,32,32,38,21,21,28,33,54,59,89
8,0,3,0,52,51,50,41,37,36,32,30,37,21,23,29,34,55,60,71
7,0,21,0,0,52,50,43,38,38,30,32,27,21,22,28,33,55,58,71
7,0,9,0,51,51,50,44,38,37,31,32,34,22,23,28,34,54,59,67
10,0,0,0,0,53,50,42,39,38,33,30,37,22,22,29,33,55,59,67
15,0,0,0,0,52,50,43,37,38,31,33,28,22,21,29,35,56,59,67
5,0,0,0,50,51,51,47,40,38,32,30,35,22,23,29,33,55,59,91
10,21,20,22,52,53,51,42,38,38,31,29,35,22,23,29,33,55,59,68
5,16,0,0,53,53,50,43,39,37,33,31,38,37,23,28,33,55,59,85
7,0,0,0,52,53,50,46,39,36,32,29,38,22,22,28,33,56,61,84
6,0,0,0,0,53,50,43,39,37,32,31,38,22,23,29,33,56,58,3
7,0,0,0,0,54,51,47,38,38,32,34,35,22,23,29,51,56,60,66
8,0,0,0,0,53,49,48,39,37,33,29,28,21,22,29,33,56,59,68
9,14,3,0,50,52,50,44,39,39,32,31,36,22,22,29,51,56,60,4
8,0,0,22,52,53,51,46,40,39,31,30,37,21,22,28,33,31,59,4
8,0,0,0,0,51,50,47,38,38,33,34,38,22,23,29,34,55,58,89
7,0,15,0,52,52,51,47,39,37,33,30,39,22,22,28,50,56,60,86
