37,47,50,43,38,36,38,41,35,37,60,63,56,74,77,76,76,8,0,7
12,0,0,0,40,37,41,34,33,56,60,64,67,72,76,75,75,8,0,25
40,47,49,44,39,37,39,34,34,53,61,66,68,59,78,76,76,10,0,23
40,48,49,43,40,36,39,34,34,54,60,67,67,74,77,75,74,0,0,8
11,0,0,47,42,38,41,35,35,42,61,65,54,58,63,53,55,9,0,8
12,0,48,42,40,37,40,34,34,56,60,65,67,58,77,70,76,10,0,24
40,48,50,43,39,36,41,35,34,54,60,65,57,62,77,81,80,70,0,5
13,0,0,42,36,33,43,36,41,39,59,63,65,71,76,84,87,87,85,79
11,0,0,6,38,37,40,35,35,50,58,62,64,71,67,73,89,83,61,0
11,0,0,41,38,21,38,37,42,51,57,62,65,72,76,84,87,87,71,82
11,0,49,44,38,36,22,35,43,54,59,62,65,71,76,84,89,89,85,82
11,0,0,47,39,36,38,35,43,51,59,63,65,71,77,84,88,88,75,80
10,0,0,44,38,35,43,35,42,53,58,63,65,70,67,64,88,87,74,81
13,0,0,3,38,34,21,36,43,39,58,62,64,60,73,84,88,87,87,83
11,0,49,43,39,37,39,35,44,41,60,64,56,70,64,62,88,85,63,0
41,48,49,44,39,35,40,35,44,41,59,63,65,70,64,85,89,87,72,77
10,0,0,47,41,36,40,35,30,41,60,65,65,71,64,63,89,88,58,76
42,46,48,43,39,35,38,38,45,53,59,63,66,70,56,60,88,84,71,0
9,0,49,46,40,36,40,35,43,55,60,63,65,70,64,60,89,88,85,75
8,0,0,47,26,23,38,35,44,38,60,64,66,70,64,66,89,86,86,76
8,0,49,45,40,36,36,33,44,52,60,63,65,71,65,84,88,88,71,76
10,0,0,43,38,22,40,34,44,54,61,64,65,69,64,84,88,87,85,80
11,0,0,43,39,34,39,31,44,42,60,64,65,67,63,63,88,86,86,79
9,0,0,5,39,34,40,35,44,53,60,63,65,70,62,84,88,87,86,81
9,0,50,43,38,35,43,35,43,41,59,64,65,69,64,60,89,88,85,81
