0,0,0,0,38,34,25,16,27,35,36,41,40,37,29,0,0,0,0,0
0,0,0,0,38,34,23,18,28,35,36,37,40,39,30,0,0,0,0,0
0,0,0,0,0,0,29,27,29,33,36,38,39,37,28,0,0,0,0,0
0,0,0,0,38,33,28,17,31,41,39,38,40,41,30,24,0,0,0,0
0,0,0,0,38,32,15,17,31,34,36,39,39,40,29,0,0,0,0,0
0,0,0,0,39,30,15,16,30,34,37,40,40,38,28,0,0,0,0,0
0,0,0,0,39,33,17,16,30,35,37,38,40,38,29,0,0,0,0,0
0,0,0,0,0,36,17,16,30,35,35,40,40,41,31,0,0,0,0,0
0,0,0,0,0,33,21,18,27,34,36,38,41,39,28,0,0,0,0,0
0,0,0,0,0,0,17,18,29,35,36,39,41,39,30,9,0,0,0,0
0,0,0,0,0,0,18,18,31,34,36,39,41,40,29,0,0,0,0,0
0,0,0,0,38,34,23,16,30,35,37,38,40,40,29,0,0,0,0,0
0,0,0,0,37,33,18,17,31,35,36,41,39,40,30,0,0,0,0,0
0,0,0,41,37,33,19,18,30,41,37,38,40,54,31,38,0,0,0,0
0,0,0,0,0,34,17,18,30,35,36,40,40,38,29,0,0,0,0,0
0,0,0,0,39,33,26,14,30,34,37,40,40,35,21,0,0,0,0,0
0,0,0,0,0,31,16,15,30,34,36,40,39,35,22,0,0,0,0,0
0,0,0,0,38,32,22,16,27,35,37,37,40,35,29,0,0,0,0,0
0,0,0,0,0,35,19,17,30,35,36,39,40,38,27,0,0,0,0,0
0,0,0,43,39,35,28,26,30,35,37,38,40,37,26,0,0,0,0,0
0,0,0,0,38,34,16,29,28,35,37,40,40,38,30,0,0,0,0,0
0,0,0,0,38,36,15,17,30,34,37,38,40,39,28,0,0,0,0,0
0,0,0,44,39,33,18,17,19,35,36,39,41,38,28,0,0,0,0,0
0,0,0,0,38,29,28,25,29,35,36,37,40,40,31,0,0,0,0,0
0,0,0,0,39,34,23,18,30,34,37,39,39,38,28,0,0,0,0,0
