3,13,11,50,53,51,20,24,6,15,34,17,22,6,13,23,7,26,0,0
16,29,11,51,53,47,49,28,12,35,11,14,16,9,7,20,24,27,0,7
7,22,25,6,53,52,52,47,25,29,35,5,19,18,12,9,6,4,0,0
15,3,11,0,0,0,22,26,5,10,30,24,20,21,9,19,69,0,0,0
16,19,8,0,0,0,0,28,7,33,14,23,20,4,9,19,29,103,7,8
17,15,10,0,0,0,0,26,5,35,28,23,21,3,3,18,70,0,0,0
31,30,5,0,0,0,0,27,33,15,14,14,13,8,5,17,30,32,8,5
3,11,7,0,0,0,0,27,9,13,19,22,3,18,6,19,13,0,0,0
23,11,2,0,0,0,0,29,3,12,14,24,11,5,8,18,32,29,0,7
14,28,11,0,0,0,0,48,7,36,14,20,21,16,4,18,31,36,0,0
0,18,11,0,0,0,0,28,7,14,9,23,21,6,6,18,28,31,0,6
13,16,10,0,0,0,0,47,9,5,7,20,22,3,6,18,28,0,9,4
0,7,7,0,0,0,0,47,3,12,28,24,20,2,10,19,13,0,0,0
13,35,11,0,0,0,0,26,6,35,7,11,21,14,9,20,27,31,0,8
18,11,6,0,0,0,0,48,7,12,11,23,21,3,8,19,29,30,0,0
14,11,3,0,0,49,24,27,8,9,13,20,22,6,9,19,28,32,5,9
52,10,9,0,0,0,0,48,30,13,4,24,20,5,8,18,28,34,0,6
20,11,9,29,0,0,0,29,10,13,28,24,21,4,8,20,0,0,0,0
18,14,12,0,0,0,0,27,8,35,27,22,19,3,8,19,28,35,0,5
35,12,10,0,0,0,0,26,32,35,9,22,22,19,7,17,28,33,0,0
15,25,4,0,0,0,0,26,8,34,11,22,21,13,11,17,30,0,0,0
0,12,8,0,0,0,22,26,8,7,11,22,5,20,9,15,28,13,0,0
53,17,12,32,0,0,0,28,9,6,14,23,21,6,9,16,29,36,0,0
16,0,5,0,0,0,46,28,7,32,27,24,21,6,7,15,0,0,0,0
0,12,8,0,0,0,0,48,11,13,10,22,22,13,8,12,28,35,0,0
